Date,Precipitation,Temperature,PotentialET,ObservedQ,SnowPack,LiquidWater,RunoffFromSnow,SoilMoisture,Recharge,RunoffSoil,ActualET,UpperStorage,LowerStorage,QuickFlow,IntermediateFlow,Baseflow,Discharge
2004-06-22,12.1,22.9,0.21,0.383,0.0,0.0,3.63,390.26259640769996,2.3483194112067305,0.0,0.21,18.671050340303708,20.80495663610923,0.0,0.18859646808387584,0.2101510771324165,0.3987475452162923
2004-06-23,4.7,21.1,0.21,0.409,0.0,0.0,1.41,390.54288333391935,0.919713073780644,0.0,0.21,19.14735577994351,20.84440706974814,0.0,0.19340763414084353,0.21054956636109232,0.40395720050193584
2004-06-24,7.7,22.0,0.21,0.389,0.0,0.0,2.31,391.1328705523296,1.5100127815897504,0.0,0.21,20.20329487591793,20.883462999050657,0.0,0.20407368561533262,0.21094407069748142,0.415017756312814
2004-06-25,12.0,20.7,0.21,0.496,0.0,0.0,3.5999999999999996,392.1589226270001,2.363947925329562,0.0,0.21,22.094070373235017,20.92212836906015,0.0,0.22317242801247492,0.21133462999050656,0.4345070580029815
2004-06-26,14.5,21.5,0.21,0.555,0.0,0.0,4.35,393.4199468028174,2.878975824182762,0.0,0.21,24.475815735443604,20.96040708536955,0.0,0.2472304619741778,0.2117212836906015,0.4589517456647793
2004-06-27,5.0,22.2,0.21,0.481,0.0,0.0,1.5,393.7075888425174,1.002357960299981,0.0,0.21,24.97589195878615,20.998303014515855,0.0,0.25228173695743583,0.2121040708536955,0.46438580781113137
2004-06-28,7.7,23.0,0.2,0.444,0.0,0.0,2.31,394.27056931146177,1.5470195310556334,0.0,0.2,26.010182374943366,21.035819984370697,0.0,0.2627291148984178,0.21248303014515857,0.4752121450435764
2004-06-29,4.4,21.7,0.2,0.622,0.0,0.0,1.32,394.5027604617011,0.8878088497606659,0.0,0.2,26.381511312456993,21.07296178452699,0.0,0.2664799122470403,0.21285819984370696,0.4793381120907473
2004-06-30,8.6,22.4,0.2,0.639,0.0,0.0,2.5799999999999996,395.1444301465562,1.7383303151448588,0.0,0.2,27.591143211325832,21.10973216668172,0.0,0.2786984162760185,0.2132296178452699,0.4919280341212884
2004-07-01,8.7,22.4,0.2,0.707,0.0,0.0,2.61,395.78729176430613,1.767138382250086,0.0,0.2,28.684204986411046,21.146134845014902,0.13299379122911006,0.2910828159357592,0.21359732166681722,0.6376739288316865
2004-07-02,9.0,22.5,0.2,0.707,0.0,0.0,2.6999999999999997,396.4502807546135,1.8370110096925942,0.0,0.2,29.69595791661017,21.182173496564754,0.272545919532437,0.30271215996103645,0.21396134845014902,0.7892194279436224
2004-07-03,6.1,22.7,0.2,1.048,0.0,0.0,1.8299999999999998,396.8289280470701,1.2513527075434177,0.0,0.2,30.066660243013622,21.217851761599107,0.32367727489843046,0.3069731062415359,0.21432173496564755,0.844972116105614
2004-07-04,4.4,22.4,0.2,1.54,0.0,0.0,1.32,397.0437242616775,0.9052037853926682,0.0,0.2,30.088021704713473,21.253173243983117,0.32662368340875486,0.3072186402840629,0.21467851761599108,0.8485208413088089
2004-07-05,3.8,21.9,0.19,1.277,0.0,0.0,1.14,397.21068720061936,0.7830370610581122,0.0,0.19,30.00032112622128,21.288141511543287,0.31452705189259034,0.30621058765771586,0.21503173243983117,0.8357693719901373
2004-07-06,2.0,23.2,0.19,1.132,0.0,0.0,0.6,397.2080422987345,0.4126449018849277,0.0,0.19,29.6017804444524,21.322760096427853,0.25955592337274497,0.3016296602810621,0.21538141511543288,0.77656699876924
2004-07-07,4.5,21.7,0.19,0.991,0.0,0.0,1.3499999999999999,397.43960981616607,0.9284324825684656,0.0,0.19,29.703785246508154,21.357032495463574,0.27362555124250393,0.30280212927020866,0.21572760096427854,0.7921552814769912
2004-07-08,4.6,22.3,0.19,0.963,0.0,0.0,1.38,397.6788846534863,0.9507251626797679,0.0,0.19,29.81192405599349,21.39096217050894,0.2885412491025505,0.30404510409187924,0.21607032495463574,0.8086566781490655
2004-07-09,7.0,22.8,0.19,1.114,0.0,0.0,2.1,398.1395143800983,1.449370273387999,0.0,0.19,30.339826066561894,21.42455254880385,0.36135531952577865,0.3101129432938149,0.2164096217050894,0.887877884524683
2004-07-10,13.3,22.8,0.19,1.364,0.0,0.0,3.99,399.17613061646534,2.76338376363296,0.0,0.19,31.942292552269524,21.45780702331581,0.5823851796233828,0.32853209830194857,0.2167455254880385,1.12766280341337
2004-07-11,18.8,21.5,0.19,1.44,0.0,0.0,5.64,400.6894040156008,3.9367266008645334,0.0,0.19,34.35724666322663,21.49072895308265,0.9154822983760871,0.3562901915313406,0.2170780702331581,1.4888505601405857
2004-07-12,18.4,22.0,0.18,1.037,0.0,0.0,5.52,402.13245153352455,3.8969524820762547,0.0,0.18,36.42365325641351,21.523321663551826,1.200503897436346,0.38004199145302886,0.21740728953082653,1.7979531784202014
2004-07-13,11.2,22.4,0.18,1.35,0.0,0.0,3.36,402.9146728193566,2.397778714167939,0.0,0.18,36.91714581440586,21.555588446916307,1.268571836469774,0.3857143197058145,0.21773321663551826,1.8720193728111068
2004-07-14,10.6,22.0,0.18,1.405,0.0,0.0,3.1799999999999997,403.6320779939651,2.282594825391519,0.0,0.18,37.24627435662372,21.587532562447144,1.3139688767756859,0.38949740639797387,0.21805588446916307,1.921522167642823
2004-07-15,6.5,20.4,0.18,1.377,0.0,0.0,1.95,403.9948836159875,1.4071943779775966,0.0,0.18,36.77101779910315,21.619157236822673,1.2484162481521581,0.3840346873460132,0.21837532562447146,1.8508262611226427
2004-07-16,7.8,21.1,0.18,1.806,0.0,0.0,2.34,404.4616927726119,1.6931908433755312,0.0,0.18,36.606361518956454,21.650465664454448,1.2257050370974416,0.3821420864247868,0.21869157236822673,1.8265386958904553
2004-07-17,9.8,21.5,0.18,1.651,0.0,0.0,2.94,405.0869675840195,2.1347251885923995,0.0,0.18,36.8472454355675,21.681461007809904,1.2589304049058623,0.38491086707548855,0.2190046566445445,1.8628459286258954
2004-07-18,5.4,20.9,0.18,1.364,0.0,0.0,1.62,405.34522662821416,1.1817409558052867,0.0,0.18,36.22771816049433,21.712146397731804,1.1734783669647348,0.37778986391372793,0.21931461007809905,1.7705828409565618
2004-07-19,3.9,21.4,0.18,1.591,0.0,0.0,1.17,405.4801136266186,0.8551130015955608,0.0,0.18,35.404563111018206,21.742524933754485,1.0599397394507866,0.3683283116208989,0.21962146397731805,1.6478895150490034
2004-07-20,8.8,21.2,0.18,1.839,0.0,0.0,2.64,406.0087010096311,1.9314126169874586,0.0,0.18,35.624798883364925,21.77259968441694,1.0903170873606796,0.37085975728005666,0.21992524933754484,1.681102093978281
2004-07-21,8.6,22.4,0.18,1.697,0.0,0.0,2.5799999999999996,406.5137927568729,1.8949082527582384,0.0,0.18,35.78464520842715,21.802373687572768,1.112364856334779,0.3726970713612316,0.22022599684416938,1.70528792454018
2004-07-22,5.0,22.0,0.18,1.525,0.0,0.0,1.5,406.7279851470698,1.1058076098031047,0.0,0.18,35.23719395186033,21.83184995069704,1.036854338187631,0.36640452818230257,0.22052373687572768,1.6237826032456613
